"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-125.77","49.08","TOFINO A","1038210","2021-06-25","2021","06","25","","28.9","","11.9","","20.4","","0.0","","2.4","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-06-26","2021","06","26","","28.7","","15.3","","22.0","","0.0","","4.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-06-27","2021","06","27","","","M","","M","","M","","M","","M","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-06-28","2021","06","28","","","M","","M","","M","","M","","M","","","","","","M","","","15","","40",""
"-125.77","49.08","TOFINO A","1038210","2021-06-29","2021","06","29","","18.5","","15.1","","16.8","","1.2","","0.0","","","","","","","M","","","15","","44",""
"-125.77","49.08","TOFINO A","1038210","2021-06-30","2021","06","30","","17.3","","15.0","","16.2","","1.8","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-07-01","2021","07","01","","20.8","","13.2","","17.0","","1.0","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-07-02","2021","07","02","","21.0","","12.3","","16.7","","1.3","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-07-03","2021","07","03","","18.0","","12.6","","15.3","","2.7","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-07-04","2021","07","04","","17.0","","12.1","","14.6","","3.4","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-07-05","2021","07","05","","15.4","","12.5","","14.0","","4.0","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-07-06","2021","07","06","","20.5","","12.2","","16.4","","1.6","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-07-07","2021","07","07","","14.5","","11.6","","13.1","","4.9","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-07-08","2021","07","08","","18.4","","12.1","","15.3","","2.7","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-07-09","2021","07","09","","17.5","","12.0","","14.8","","3.2","","0.0","","","","","","","M","","","29","","35",""
"-125.77","49.08","TOFINO A","1038210","2021-07-10","2021","07","10","","17.5","","11.9","","14.7","","3.3","","0.0","","","","","","","M","","","28","","40",""
"-125.77","49.08","TOFINO A","1038210","2021-07-11","2021","07","11","","18.9","","11.2","","15.1","","2.9","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-07-12","2021","07","12","","20.6","","9.5","","15.1","","2.9","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-07-13","2021","07","13","","17.9","","9.6","","13.8","","4.2","","0.0","","","","","","","M","","","30","","39",""
"-125.77","49.08","TOFINO A","1038210","2021-07-14","2021","07","14","","15.4","","11.0","","13.2","","4.8","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-07-15","2021","07","15","","17.6","","11.2","","14.4","","3.6","","0.0","","","","","","","M","","","26","","32",""
"-125.77","49.08","TOFINO A","1038210","2021-07-16","2021","07","16","","14.7","","12.3","","13.5","","4.5","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-07-17","2021","07","17","","16.8","","11.9","","14.4","","3.6","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-07-18","2021","07","18","","18.7","","11.0","","14.9","","3.1","","0.0","","","","","","","M","","","24","","31",""
"-125.77","49.08","TOFINO A","1038210","2021-07-19","2021","07","19","","18.0","","9.6","","13.8","","4.2","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-07-20","2021","07","20","","19.1","","12.4","","15.8","","2.2","","0.0","","","","","","","M","","","28","","34",""
"-125.77","49.08","TOFINO A","1038210","2021-07-21","2021","07","21","","17.8","","8.4","","13.1","","4.9","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-07-22","2021","07","22","","19.7","","11.3","","15.5","","2.5","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-07-23","2021","07","23","","16.3","","13.2","","14.8","","3.2","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-07-24","2021","07","24","","20.6","","13.4","","17.0","","1.0","","0.0","","","","","","","M","","","29","","41",""
"-125.77","49.08","TOFINO A","1038210","2021-07-25","2021","07","25","","18.3","","12.6","","15.5","","2.5","","0.0","","","","","","","M","","","34","","43",""
"-125.77","49.08","TOFINO A","1038210","2021-07-26","2021","07","26","","20.3","","13.5","","16.9","","1.1","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-07-27","2021","07","27","","21.3","","11.8","","16.6","","1.4","","0.0","","","","","","","M","","","29","","34",""
"-125.77","49.08","TOFINO A","1038210","2021-07-28","2021","07","28","","22.5","","9.6","","16.1","","1.9","","0.0","","","","","","","M","","","28","","41",""
"-125.77","49.08","TOFINO A","1038210","2021-07-29","2021","07","29","","22.9","","12.4","","17.7","","0.3","","0.0","","","","","","","M","","","28","","41",""
"-125.77","49.08","TOFINO A","1038210","2021-07-30","2021","07","30","","23.7","","11.7","","17.7","","0.3","","0.0","","","","","","","M","","","31","","34",""
"-125.77","49.08","TOFINO A","1038210","2021-07-31","2021","07","31","","19.6","","11.7","","15.7","","2.3","","0.0","","","","","","","M","","","29","","33",""
"-125.77","49.08","TOFINO A","1038210","2021-08-01","2021","08","01","","21.1","","11.5","","16.3","","1.7","","0.0","","","","","","","M","","","29","","34",""
"-125.77","49.08","TOFINO A","1038210","2021-08-02","2021","08","02","","20.2","","10.9","","15.6","","2.4","","0.0","","","","","","","M","","","30","","35",""
"-125.77","49.08","TOFINO A","1038210","2021-08-03","2021","08","03","","21.6","","9.6","","15.6","","2.4","","0.0","","","","","","","M","","","30","","44",""
"-125.77","49.08","TOFINO A","1038210","2021-08-04","2021","08","04","","23.5","","12.1","","17.8","","0.2","","0.0","","","","","","","M","","","30","","44",""
"-125.77","49.08","TOFINO A","1038210","2021-08-05","2021","08","05","","19.4","","12.1","","15.8","","2.2","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-08-06","2021","08","06","","16.9","","11.3","","14.1","","3.9","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-08-07","2021","08","07","","18.4","","13.0","","15.7","","2.3","","0.0","","","","","","","M","","","28","","46",""
"-125.77","49.08","TOFINO A","1038210","2021-08-08","2021","08","08","","16.3","","9.8","","13.1","","4.9","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-08-09","2021","08","09","","19.0","","12.4","","15.7","","2.3","","0.0","","","","","","","M","","","29","","31",""
"-125.77","49.08","TOFINO A","1038210","2021-08-10","2021","08","10","","22.4","","12.2","","17.3","","0.7","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-08-11","2021","08","11","","22.9","","13.3","","18.1","","0.0","","0.1","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-08-12","2021","08","12","","32.0","","14.4","","23.2","","0.0","","5.2","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-08-13","2021","08","13","","20.2","","15.1","","17.7","","0.3","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-08-14","2021","08","14","","18.5","","14.7","","16.6","","1.4","","0.0","","","","","","","M","","","15","","31",""
"-125.77","49.08","TOFINO A","1038210","2021-08-15","2021","08","15","","17.2","","14.7","","16.0","","2.0","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-08-16","2021","08","16","","17.0","","12.9","","15.0","","3.0","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-08-17","2021","08","17","","19.1","","12.8","","16.0","","2.0","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-08-18","2021","08","18","","19.9","","10.3","","15.1","","2.9","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-08-19","2021","08","19","","22.6","","10.7","","16.7","","1.3","","0.0","","","","","","","M","","","32","","40",""
"-125.77","49.08","TOFINO A","1038210","2021-08-20","2021","08","20","","15.3","","11.6","","13.5","","4.5","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-08-21","2021","08","21","","13.1","","11.2","","12.2","","5.8","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-08-22","2021","08","22","","18.7","","11.1","","14.9","","3.1","","0.0","","","","","","","M","","","28","","46",""
"-125.77","49.08","TOFINO A","1038210","2021-08-23","2021","08","23","","17.9","","9.5","","13.7","","4.3","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-08-24","2021","08","24","","20.9","","7.8","","14.4","","3.6","","0.0","","","","","","","M","","","28","","32",""
"-125.77","49.08","TOFINO A","1038210","2021-08-25","2021","08","25","","14.9","","8.7","","11.8","","6.2","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-08-26","2021","08","26","","17.2","","12.3","","14.8","","3.2","","0.0","","","","","","","M","","","14","","39",""
"-125.77","49.08","TOFINO A","1038210","2021-08-27","2021","08","27","","18.7","","11.0","","14.9","","3.1","","0.0","","","","","","","M","","","29","","35",""
"-125.77","49.08","TOFINO A","1038210","2021-08-28","2021","08","28","","19.7","","9.4","","14.6","","3.4","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-08-29","2021","08","29","","18.8","","11.2","","15.0","","3.0","","0.0","","","","","","","M","","","29","","36",""
"-125.77","49.08","TOFINO A","1038210","2021-08-30","2021","08","30","","17.1","","7.9","","12.5","","5.5","","0.0","","","","","","","M","","","29","","48",""
"-125.77","49.08","TOFINO A","1038210","2021-08-31","2021","08","31","","18.6","","6.9","","12.8","","5.2","","0.0","","","","","","","M","","","29","","32",""
"-125.77","49.08","TOFINO A","1038210","2021-09-01","2021","09","01","","19.1","","6.7","","12.9","","5.1","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-09-02","2021","09","02","","22.6","","7.4","","15.0","","3.0","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-09-03","2021","09","03","","17.1","","9.7","","13.4","","4.6","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-09-04","2021","09","04","","15.8","","12.2","","14.0","","4.0","","0.0","","","","","","","M","","","11","","37",""
"-125.77","49.08","TOFINO A","1038210","2021-09-05","2021","09","05","","19.3","","13.1","","16.2","","1.8","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-09-06","2021","09","06","","17.2","","10.4","","13.8","","4.2","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-09-07","2021","09","07","","23.4","","10.8","","17.1","","0.9","","0.0","","","","","","","M","","","31","","31",""
"-125.77","49.08","TOFINO A","1038210","2021-09-08","2021","09","08","","16.4","","13.3","","14.9","","3.1","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-09-09","2021","09","09","","18.1","","14.0","","16.1","","1.9","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-09-10","2021","09","10","","17.8","","13.4","","15.6","","2.4","","0.0","","","","","","","M","","","30","","37",""
"-125.77","49.08","TOFINO A","1038210","2021-09-11","2021","09","11","","14.5","","13.1","","13.8","","4.2","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-09-12","2021","09","12","","17.8","","10.7","","14.3","","3.7","","0.0","","","","","","","M","","","29","","43",""
"-125.77","49.08","TOFINO A","1038210","2021-09-13","2021","09","13","","16.6","","9.5","","13.1","","4.9","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-09-14","2021","09","14","","15.0","","12.1","","13.6","","4.4","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-09-15","2021","09","15","","16.8","","8.1","","12.5","","5.5","","0.0","","","","","","","M","","","31","","51",""
"-125.77","49.08","TOFINO A","1038210","2021-09-16","2021","09","16","","14.8","","4.5","","9.7","","8.3","","0.0","","","","","","","M","","","14","","31",""
"-125.77","49.08","TOFINO A","1038210","2021-09-17","2021","09","17","","13.8","","8.7","","11.3","","6.7","","0.0","","","","","","","M","","","13","","56",""
"-125.77","49.08","TOFINO A","1038210","2021-09-18","2021","09","18","","16.1","","9.4","","12.8","","5.2","","0.0","","","","","","","M","","","13","","36",""
"-125.77","49.08","TOFINO A","1038210","2021-09-19","2021","09","19","","16.2","","10.8","","13.5","","4.5","","0.0","","","","","","","M","","","28","","36",""
"-125.77","49.08","TOFINO A","1038210","2021-09-20","2021","09","20","","13.5","","9.3","","11.4","","6.6","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-09-21","2021","09","21","","16.5","","9.6","","13.1","","4.9","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-09-22","2021","09","22","","17.2","","9.9","","13.6","","4.4","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-09-23","2021","09","23","","16.4","","9.5","","13.0","","5.0","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-09-24","2021","09","24","","19.8","","8.6","","14.2","","3.8","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-09-25","2021","09","25","","14.2","","8.5","","11.4","","6.6","","0.0","","","","","","","M","","","15","","32",""
"-125.77","49.08","TOFINO A","1038210","2021-09-26","2021","09","26","","13.5","","12.0","","12.8","","5.2","","0.0","","","","","","","M","","","12","","61",""
"-125.77","49.08","TOFINO A","1038210","2021-09-27","2021","09","27","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-125.77","49.08","TOFINO A","1038210","2021-09-28","2021","09","28","","15.1","","10.3","","12.7","","5.3","","0.0","","","","","","","M","","","14","","34",""
"-125.77","49.08","TOFINO A","1038210","2021-09-29","2021","09","29","","12.4","","10.3","","11.4","","6.6","","0.0","","","","","","","M","","","13","","79",""
"-125.77","49.08","TOFINO A","1038210","2021-09-30","2021","09","30","","15.5","","8.9","","12.2","","5.8","","0.0","","","","","","","M","","","25","","53",""
"-125.77","49.08","TOFINO A","1038210","2021-10-01","2021","10","01","","13.0","","8.1","","10.6","","7.4","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-02","2021","10","02","","13.0","","9.0","","11.0","","7.0","","0.0","","","","","","","M","","","29","","56",""
"-125.77","49.08","TOFINO A","1038210","2021-10-03","2021","10","03","","14.1","","6.4","","10.3","","7.7","","0.0","","","","","","","M","","","30","","37",""
"-125.77","49.08","TOFINO A","1038210","2021-10-04","2021","10","04","","11.0","","4.9","","8.0","","10.0","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-05","2021","10","05","","11.4","","6.7","","9.1","","8.9","","0.0","","","","","","","M","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-06","2021","10","06","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-07","2021","10","07","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-08","2021","10","08","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-09","2021","10","09","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-10","2021","10","10","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-11","2021","10","11","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-12","2021","10","12","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-13","2021","10","13","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-14","2021","10","14","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-15","2021","10","15","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-16","2021","10","16","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-17","2021","10","17","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-18","2021","10","18","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-19","2021","10","19","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-20","2021","10","20","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-21","2021","10","21","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-22","2021","10","22","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-23","2021","10","23","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-24","2021","10","24","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-25","2021","10","25","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-26","2021","10","26","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-27","2021","10","27","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-28","2021","10","28","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-29","2021","10","29","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-30","2021","10","30","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-10-31","2021","10","31","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-01","2021","11","01","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-02","2021","11","02","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-03","2021","11","03","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-04","2021","11","04","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-05","2021","11","05","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-06","2021","11","06","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-07","2021","11","07","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-08","2021","11","08","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-09","2021","11","09","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-10","2021","11","10","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-11","2021","11","11","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-12","2021","11","12","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-13","2021","11","13","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-14","2021","11","14","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-15","2021","11","15","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-16","2021","11","16","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-17","2021","11","17","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-18","2021","11","18","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-19","2021","11","19","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-20","2021","11","20","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-21","2021","11","21","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-22","2021","11","22","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-23","2021","11","23","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-24","2021","11","24","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-25","2021","11","25","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-26","2021","11","26","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-27","2021","11","27","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-28","2021","11","28","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-29","2021","11","29","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-11-30","2021","11","30","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-01","2021","12","01","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-02","2021","12","02","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-03","2021","12","03","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-04","2021","12","04","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-05","2021","12","05","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-06","2021","12","06","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-07","2021","12","07","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-08","2021","12","08","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-09","2021","12","09","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-10","2021","12","10","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-11","2021","12","11","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-12","2021","12","12","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-13","2021","12","13","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-14","2021","12","14","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-15","2021","12","15","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-16","2021","12","16","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-17","2021","12","17","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-18","2021","12","18","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-19","2021","12","19","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-20","2021","12","20","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-21","2021","12","21","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-22","2021","12","22","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-23","2021","12","23","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-24","2021","12","24","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-25","2021","12","25","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-26","2021","12","26","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-27","2021","12","27","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-28","2021","12","28","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-29","2021","12","29","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-30","2021","12","30","","","","","","","","","","","","","","","","","","","","","","",""
"-125.77","49.08","TOFINO A","1038210","2021-12-31","2021","12","31","","","","","","","","","","","","","","","","","","","","","","",""
